facility_name,facility_address,latitude,longitude,county,cafo_population,cafo_subtype,type,milking,other,total,enteric_methane,manure_methane,total_methane,project_id_number,sub_program_name,project_life_years,date_operational,annual_project_ghg_reductions,adjusted_manure_methane,adjusted_total_methane,labeltext,mitigation
Joe V Pimentel Dairy,"4625 6th Avenue, Hanford, CA 93230",36.406931,-119.564887,Kings,1550,Mature dairy cattle,Dairy,1550,1695,3245,322.38,104.14,427,,,,,,104.14,427,<b>Name: </b>Joe V Pimentel Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>427 metric tons,—
Luis A Pimentel Dairy,"11375 Bruceville Road, Elk Grove, CA 95757",38.34422,-121.41735,Sacramento,295,Mature dairy cattle,Dairy,295,323,618,61.382000000000005,19.231,81,,,,,,19.231,81,<b>Name: </b>Luis A Pimentel Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>81 metric tons,—
Pinheiro & Deniz Dairy,"2630 County Rd T Road, Glenn, CA 95943",39.591229,-122.08765,Glenn,661,Mature dairy cattle,Dairy,661,723,1384,137.49,44.411,182,,,,,,44.411,182,<b>Name: </b>Pinheiro & Deniz Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>182 metric tons,—
Morris Jersey Girls Dairy,"3230 Vivian Road, Modesto, CA 95358",37.58846641,-121.0482646,Stanislaus,20,Heifers (non dairy affiliated),Other,0,20,20,1.28,0.04,1,,,,,,0.04,1,<b>Name: </b>Morris Jersey Girls Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>1 metric tons,—
West Wing Dairy,"20997 Road 180, Strathmore, CA 93267",36.17101,-119.17307,Tulare,2483,Mature dairy cattle,Dairy,2483,2715,5198,516.414,174.274,691,,,,,,174.274,691,<b>Name: </b>West Wing Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>691 metric tons,—
Pires Dairy Farms Heifer Ranch,"27345 Carnation Road, Gustine, CA 95322",37.25295,-120.98277,Merced,1960,Heifers (non dairy affiliated),Other,0,1960,1960,125.44,3.92,129,,,,,,3.92,129,<b>Name: </b>Pires Dairy Farms Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>129 metric tons,—
Pires Dairy,"23800 Jack Tone Road, Acampo, CA 95220",38.20546,-121.15231,San Joaquin,250,Mature dairy cattle,Dairy,250,273,523,51.972,16.796,69,,,,,,16.796,69,<b>Name: </b>Pires Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>69 metric tons,—
Frank Pires Heifers,"5784 Cartmill Avenue, Tulare, CA 93274",36.23882,-119.43635,Tulare,500,Heifers (non dairy affiliated),Other,0,500,500,32,1,33,,,,,,1,33,<b>Name: </b>Frank Pires Heifers</br><b>Type: </b>Other</br><b>Methane emissions: </b>33 metric tons,—
Frank L. Pires III Dairy,"4728 Avenue 248, Tulare, CA 93274",36.24174,-119.46698,Tulare,776,Mature dairy cattle,Dairy,776,849,1625,161.42399999999998,52.138,214,,,,,,52.138,214,<b>Name: </b>Frank L. Pires III Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>214 metric tons,—
"Joe C. Pires, Jr., Dairy","13806 Ave 152, Tipton, CA 93272",36.06584,-119.26358,Tulare,445,Mature dairy cattle,Dairy,445,487,932,92.578,31.234,124,,,,,,31.234,124,"<b>Name: </b>Joe C. Pires, Jr., Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>124 metric tons",—
Pires Dairy,"13464 Ave 152, Tipton, CA 93272",36.06757,-119.27039,Tulare,1541,Mature dairy cattle,Dairy,1541,1685,3226,320.498,108.158,429,,,,,,108.158,429,<b>Name: </b>Pires Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>429 metric tons,—
John B Pires Dairy,"1622 Kniebes Road, Gustine, CA 95322",37.26559,-120.98728,Merced,3524,Mature dairy cattle,Dairy,3524,3854,7378,732.9680000000001,229.72,963,,,,,,229.72,963,<b>Name: </b>John B Pires Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>963 metric tons,—
Nature's Clover Dairy,"2513 Dewitt Road, Modesto, CA 95357",37.67769277,-120.9076095,Stanislaus,70,Heifers (non dairy affiliated),Other,0,70,70,4.48,0.14,5,,,,,,0.14,5,<b>Name: </b>Nature's Clover Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>5 metric tons,—
MTSJ Dairy/ Maarten Poldervaart Dairy,"6916 County Road 30, Orland, CA 95963",39.652871,-122.15104,Glenn,785,Mature dairy cattle,Dairy,785,858,1643,163.242,52.741,216,,,,,,52.741,216,<b>Name: </b>MTSJ Dairy/ Maarten Poldervaart Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>216 metric tons,—
Pond Heifer Ranch,"11695 Jumper Avenue, Wasco, CA 93280",35.72609,-119.42451,Kern,4810,Heifers (non dairy affiliated),Other,0,4810,4810,307.84,9.62,317,,,,,,9.62,317,<b>Name: </b>Pond Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>317 metric tons,—
Postma Dairy #2,"1439 Albers Road, Modesto, CA 95357",37.66735,-120.85194,Stanislaus,1323,Mature dairy cattle,Dairy,1323,1447,2770,275.182,88.88900000000001,364,,,,,,88.88900000000001,364,<b>Name: </b>Postma Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>364 metric tons,—
Willem Postma Dairy #2,"3250 Santa Fe Avenue, Modesto, CA 95357",37.68372,-120.91484,Stanislaus,540,Mature dairy cattle,Dairy,540,591,1131,112.344,36.282000000000004,149,,,,,,36.282000000000004,149,<b>Name: </b>Willem Postma Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>149 metric tons,—
Gary and Heather Pratton Feedlot,"13958 Christensen Road, Galt, CA 95632",38.24894,-121.33735,Sacramento,74,Heifers (non dairy affiliated),Other,0,74,74,4.736,0.148,5,,,,,,0.148,5,<b>Name: </b>Gary and Heather Pratton Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>5 metric tons,—
Prins Heifer Facility,"6901 South Van Allen Road, Stockton, CA 95215",37.87083,-121.0545,San Joaquin,205,Heifers (non dairy affiliated),Other,0,205,205,13.12,0.41,14,,,,,,0.41,14,<b>Name: </b>Prins Heifer Facility</br><b>Type: </b>Other</br><b>Methane emissions: </b>14 metric tons,—
E & R Prins Dairy #1,"10385 South Van Allen Road, Stockton, CA 95215",37.87425,-121.0581,San Joaquin,1120,Mature dairy cattle,Dairy,1120,1225,2345,232.96,75.25,308,,,,,,75.25,308,<b>Name: </b>E & R Prins Dairy #1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>308 metric tons,—
Luis Correia Dairy,"11775 South Arbor Way, El Nido, CA 95317",37.11652,-120.45531,Merced,517,Mature dairy cattle,Dairy,517,565,1082,107.506,34.735,142,,,,,,34.735,142,<b>Name: </b>Luis Correia Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>142 metric tons,—
Raymond M. & Sue Quaresma Dairy,"26290 South Union Road, Manteca, CA 95337",37.71566,-121.22458,San Joaquin,2900,Mature dairy cattle,Dairy,2900,3171,6071,603.144,212.24200000000002,815,,,,,,212.24200000000002,815,<b>Name: </b>Raymond M. & Sue Quaresma Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>815 metric tons,—
Vierra Dairy Farms #2,"22682 West Williams Avenue, Hilmar, CA 95324",37.39026,-120.89859,Merced,460,Mature dairy cattle,Dairy,460,503,963,95.672,30.906,127,,,,,,30.906,127,<b>Name: </b>Vierra Dairy Farms #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>127 metric tons,—
R & S Dairy LLC,"24065 East Arthur Road, Escalon, CA 95320",37.81505,-121.01087,San Joaquin,600,Mature dairy cattle,Dairy,600,656,1256,124.78399999999999,40.312,165,,,,,,40.312,165,<b>Name: </b>R & S Dairy LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>165 metric tons,—
Sozinho Jerseys,"5811 Lacey Boulevard, Hanford, CA 93230",36.327448,-119.561468,Kings,1005,Mature dairy cattle,Dairy,1005,1099,2104,209.026,67.523,277,,,,,,67.523,277,<b>Name: </b>Sozinho Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>277 metric tons,—
TRI—J Dairy,"11951 Road 96, Pixley, CA 93256",36.00412,-119.35892,Tulare,1480,Heifers (non dairy affiliated),Other,0,1480,1480,94.72,2.96,98,,,,,,2.96,98,<b>Name: </b>TRI—J Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>98 metric tons,—
RP Feedlot,"12467 Carpenter Road, Crows Landing, CA 95313",37.45908201,-121.0310555,Stanislaus,100,Heifers (non dairy affiliated),Other,0,100,100,6.4,0.2,7,,,,,,0.2,7,<b>Name: </b>RP Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>7 metric tons,—
Radelfinger Dairy,"2001 Highway 211, Ferndale, CA 95536",40.59589,-124.221012,Humboldt,166,Mature dairy cattle,Dairy,166,182,348,34.556,8.15,43,,,,,,8.15,43,<b>Name: </b>Radelfinger Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>43 metric tons,—
Rancho Del Sol,"13301 9th Avenue, Hanford, CA 93230",36.27827,-119.61888,Kings,1512,Heifers (non dairy affiliated),Other,0,1512,1512,96.768,3.024,100,,,,,,3.024,100,<b>Name: </b>Rancho Del Sol</br><b>Type: </b>Other</br><b>Methane emissions: </b>100 metric tons,—
Fred Rau Dairy,"10255 West Manning Avenue, Fresno, CA 93706",36.602513,-119.983258,Fresno,1715,Mature dairy cattle,Dairy,1715,1876,3591,356.734,92.771,450,,,,,,92.771,450,<b>Name: </b>Fred Rau Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>450 metric tons,—
Silva Brothers Dairy #2,"25723 North Elliot Road, Galt, CA 95632",38.22587,-121.17139,San Joaquin,180,Mature dairy cattle,Dairy,180,197,377,37.448,12.634,50,,,,,,12.634,50,<b>Name: </b>Silva Brothers Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>50 metric tons,—
Reas Creek Dairy,"2238 Port Kenyon Road, Ferndale, CA 95536",40.595766,-124.289717,Humboldt,75,Mature dairy cattle,Dairy,75,82,157,15.597999999999999,3.682,19,,,,,,3.682,19,<b>Name: </b>Reas Creek Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>19 metric tons,—
Renner Ranches — Fortuna (Alton),"56140 South Highway 101, Fortuna, CA 95540",40.527399,-124.152149,Humboldt,230,Mature dairy cattle,Dairy,230,252,482,47.867999999999995,11.292,59,,,,,,11.292,59,<b>Name: </b>Renner Ranches — Fortuna (Alton)</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>59 metric tons,—
Antonio Ribeiro Dairy,"430 West Mt Whitney Avenue, Riverdale, CA 93656",36.430681,-119.804045,Fresno,928,Mature dairy cattle,Dairy,928,1015,1943,193.024,65.134,258,,,,,,65.134,258,<b>Name: </b>Antonio Ribeiro Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>258 metric tons,—
Domingos Ribeiro Dairy,"12718 Avenue 25, Chowchilla, CA 93610",37.111412,-120.316077,Madera,1060,Mature dairy cattle,Dairy,1060,1159,2219,220.45600000000002,71.218,292,,,,,,71.218,292,<b>Name: </b>Domingos Ribeiro Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>292 metric tons,—
Dream Dairy Heifer Ranch,"6505 10th Avenue, Hanford, CA 93230",36.378048,-119.635371,Kings,220,Heifers (non dairy affiliated),Other,0,220,220,14.08,0.44,15,,,,,,0.44,15,<b>Name: </b>Dream Dairy Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>15 metric tons,—
Jose Ribeiro & Son Dairy,"3666 East Mt. Whitney Avenue, Laton, CA 93242",36.431232,-119.731164,Fresno,950,Mature dairy cattle,Dairy,950,1039,1989,197.596,63.828,261,,,,,,63.828,261,<b>Name: </b>Jose Ribeiro & Son Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>261 metric tons,—
Sunwest Jersey Dairy,"22270 Bloss Avenue, Hilmar, CA 95324",37.40727,-120.89112,Merced,1502,Mature dairy cattle,Dairy,1502,1643,3145,312.428,100.916,413,,,,,,100.916,413,<b>Name: </b>Sunwest Jersey Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>413 metric tons,—
River Valley Dairy,"22700 South Cornelia Avenue, Riverdale, CA 93656",36.406161,-119.885831,Fresno,1611,Mature dairy cattle,Dairy,1611,1762,3373,335.086,113.072,448,,,,,,113.072,448,<b>Name: </b>River Valley Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>448 metric tons,—
Edelweiss Dairy,"2306 West Fulkerth Road, Crows Landing, CA 95313",37.50477,-121.03417,Stanislaus,1190,Mature dairy cattle,Dairy,1190,1301,2491,247.48399999999998,79.952,327,,,,,,79.952,327,<b>Name: </b>Edelweiss Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>327 metric tons,—
Rivas Dairy,"41198 West Valeria Avenue, Dos Palos, CA 93620",36.982146,-120.52947,Fresno,227,Mature dairy cattle,Dairy,227,248,475,47.198,15.251000000000001,62,,,,,,15.251000000000001,62,<b>Name: </b>Rivas Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>62 metric tons,—
River Oaks Dairy,"3621 East Mount Whitney Avenue, Laton, CA 93242",36.428559,-119.733657,Fresno,1893,Mature dairy cattle,Dairy,1893,2070,3963,393.71399999999994,127.185,521,,,,,,127.185,521,<b>Name: </b>River Oaks Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>521 metric tons,—
Hidden Valley Heifer Ranch,"8601 Dos Rios Lane, Modesto, CA 95358",37.57406,-121.15166,Stanislaus,1600,Heifers (non dairy affiliated),Other,0,1600,1600,102.4,3.2,106,,,,,,3.2,106,<b>Name: </b>Hidden Valley Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>106 metric tons,—
"River Rock Ranch, LLC","22846 West Second Avenue, Stevinson, CA 95374",37.33335,-120.91002,Merced,1393,Mature dairy cattle,Dairy,1393,1523,2916,289.706,90.805,381,,,,,,90.805,381,"<b>Name: </b>River Rock Ranch, LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>381 metric tons",—
Ed Machado Dairy,"5001 Shiloh Road, Modesto, CA 95358",37.5648,-121.14059,Stanislaus,256,Mature dairy cattle,Dairy,256,280,536,53.248000000000005,17.2,70,,,,,,17.2,70,<b>Name: </b>Ed Machado Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>70 metric tons,—
Riverside Ranch (Boynton Dairy),"847 Riverside Road, Ferndale, CA 95536",40.59813,-124.281195,Humboldt,87,Mature dairy cattle,Dairy,87,95,182,18.086,4.271,22,,,,,,4.271,22,<b>Name: </b>Riverside Ranch (Boynton Dairy)</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>22 metric tons,—
Double R Ranch,"6059 Avenue 236, Tulare, CA 93274",36.21731,-119.43788,Tulare,125,Calf feedlots,Other,0,125,125,8,0.25,8,,,,,,0.25,8,<b>Name: </b>Double R Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>8 metric tons,—
Archibald Ranch,"13838 South Archibald Avenue, Ontario, CA 91761",34.003384,-117.593234,San Bernardino,800,Cattle or cow/calf pairs,Other,0,800,800,51.2,1.6,53,,,,,,1.6,53,<b>Name: </b>Archibald Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>53 metric tons,—
Robert Giacomini Dairy Inc.,"14700 State Route 1, Point Reyes Station, CA 94956",38.1049,-122.82544,Marin,500,Mature dairy cattle,Dairy,500,547,1047,104.00800000000001,29.547,134,,,,,,29.547,134,<b>Name: </b>Robert Giacomini Dairy Inc.</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>134 metric tons,—
Robert McClelland Dairy,"13200 Valley Ford Road, Petaluma, CA 94952",38.316285,-122.892841,Sonoma,320,Mature dairy cattle,Dairy,320,350,670,66.56,17.310000000000002,84,,,,,,17.310000000000002,84,<b>Name: </b>Robert McClelland Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>84 metric tons,—
Rocha Bros. Farm,"13340 Sargent Avenue, Galt, CA 95632",38.271139,-121.326056,Sacramento,290,Mature dairy cattle,Dairy,290,317,607,60.30800000000001,18.904,79,,,,,,18.904,79,<b>Name: </b>Rocha Bros. Farm</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>79 metric tons,—
"Rodoni Dairy Farms, LP","18037 South Center Avenue, Los Banos, CA 93635",37.02689,-120.854408,Merced,2760,Mature dairy cattle,Dairy,2760,3018,5778,574.0319999999999,185.436,759,,,,,,185.436,759,"<b>Name: </b>Rodoni Dairy Farms, LP</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>759 metric tons",—
Rodoni Pioneer Feedlot,"23506 Pioneer Road, Los Banos, CA 93635",37.04265,-120.91792,Merced,75,Heifers (non dairy affiliated),Other,0,75,75,4.8,0.15,5,,,,,,0.15,5,<b>Name: </b>Rodoni Pioneer Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>5 metric tons,—
Jose Rodrigues Feedlot,"11489 East Harvey Pettit Road, Le Grand, CA 95333",37.1782,-120.28362,Merced,45,Cattle or cow/calf pairs,Other,0,45,45,2.88,0.09,3,,,,,,0.09,3,<b>Name: </b>Jose Rodrigues Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>3 metric tons,—
Joe Meirinho Heifer Ranch,"1900 West Whitmore Avenue, Modesto, CA 95358",37.59503,-121.02277,Stanislaus,456,Heifers (non dairy affiliated),Other,0,456,456,29.184,0.912,30,,,,,,0.912,30,<b>Name: </b>Joe Meirinho Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>30 metric tons,—
Roestar Dairy,"10407 West Bradbury Road, Turlock, CA 95380",37.44926,-120.96781,Stanislaus,1026,Mature dairy cattle,Dairy,1026,1122,2148,213.39600000000002,68.934,282,,,,,,68.934,282,<b>Name: </b>Roestar Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>282 metric tons,—
Sweet Haven Dairy,"10467 West Kamm Avenue, Riverdale, CA 93656",36.53183528,-119.9730872,Fresno,1936,Mature dairy cattle,Dairy,1936,2117,4053,402.656,135.882,539,,,,,,135.882,539,<b>Name: </b>Sweet Haven Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>539 metric tons,—
Rollin Heifer Feedlot,"15486 South Dickenson Avenue, Riverdale, CA 93656",36.51657,-119.98139,Fresno,300,Heifers (non dairy affiliated),Other,0,300,300,19.2,0.6,20,,,,,,0.6,20,<b>Name: </b>Rollin Heifer Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>20 metric tons,—
Legend Dairy Farms,"9155 Riverside Drive, Ontario, CA 91761",34.01644,-117.60543,San Bernardino,2100,Mature dairy cattle,Dairy,2100,2297,4397,436.808,159.994,597,,,,,,159.994,597,<b>Name: </b>Legend Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>597 metric tons,—
Falloncrest Farms,"8300 Pine Avenue, Chino, CA 91708",33.95891,-117.62346,San Bernardino,900,Heifers (non dairy affiliated),Other,0,900,900,57.6,1.8,59,,,,,,1.8,59,<b>Name: </b>Falloncrest Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>59 metric tons,—
Legend Dairy Farms,"13331 South Walker Avenue, Ontario, CA 91761",34.009947,-117.619073,San Bernardino,400,Mature dairy cattle,Dairy,400,437,837,83.168,30.474,114,,,,,,30.474,114,<b>Name: </b>Legend Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>114 metric tons,—
Rosa Dairy,"4714 East Bear Mountain Boulevard, Bakersfield, CA 93307",35.211139,-118.95179,Kern,1454,Mature dairy cattle,Dairy,1454,1590,3044,302.412,110.77600000000001,413,,,,,,110.77600000000001,413,<b>Name: </b>Rosa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>413 metric tons,—
Faial Farms 2 Dairy,"18683 Magnolia Avenue, Shafter, CA 93263",35.474053,-119.370052,Kern,2572,Mature dairy cattle,Dairy,2572,2813,5385,534.968,195.954,731,,,,,,195.954,731,<b>Name: </b>Faial Farms 2 Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>731 metric tons,—
Faial Farms Dairy,"13714 Stine Road, Bakersfield, CA 93714",35.229758,-119.055944,Kern,1380,Mature dairy cattle,Dairy,1380,1509,2889,287.01599999999996,105.138,392,,,,,,105.138,392,<b>Name: </b>Faial Farms Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>392 metric tons,—
M.F. Rosa Dairy,"10090 2nd Avenue, Hanford, CA 93230",36.328204,-119.495817,Kings,1115,Mature dairy cattle,Dairy,1115,1219,2334,231.88600000000002,74.913,307,,,,,,74.913,307,<b>Name: </b>M.F. Rosa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>307 metric tons,—
Rose Trust,"6050 15th Avenue, Hanford, CA 93230",36.392819,-119.726933,Kings,282,Calf feedlots,Other,0,282,282,18.048,0.564,19,,,,,,0.564,19,<b>Name: </b>Rose Trust</br><b>Type: </b>Other</br><b>Methane emissions: </b>19 metric tons,—
F&S Brasil Dairy #3,"23400 South Airport Way, Manteca, CA 95337",37.7448,-121.24969,San Joaquin,280,Heifers (non dairy affiliated),Other,0,280,280,17.92,0.56,18,,,,,,0.56,18,<b>Name: </b>F&S Brasil Dairy #3</br><b>Type: </b>Other</br><b>Methane emissions: </b>18 metric tons,—
Four J Jerseys Dairy #2,"7480 Avenue 160, Tipton, CA 93272",36.0817,-119.40864,Tulare,950,Mature dairy cattle,Dairy,950,1039,1989,197.596,63.828,261,,,,,,63.828,261,<b>Name: </b>Four J Jerseys Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>261 metric tons,—
S & D Feedlot,"8207 Crows Landing Road, Ceres, CA 95307",37.52019,-120.99688,Stanislaus,585,Heifers (non dairy affiliated),Other,0,585,585,37.44,1.17,39,,,,,,1.17,39,<b>Name: </b>S & D Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>39 metric tons,—
Brennan Heifer Ranch,"15912 Brennan Road, Escalon, CA 95320",37.81937,-121.01101,San Joaquin,120,Heifers (non dairy affiliated),Other,0,120,120,7.68,0.24,8,,,,,,0.24,8,<b>Name: </b>Brennan Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>8 metric tons,—
SBS Ag Heifers 52,"20795 Road 52, Tulare, CA 93274",36.16521,-119.45925,Tulare,990,Calf feedlots,Other,0,990,990,63.36,1.98,65,,,,,,1.98,65,<b>Name: </b>SBS Ag Heifers 52</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons,—
SBS Ag Heifers 68,"19972 Road 68, Tulare, CA 93274",36.15221,-119.41961,Tulare,990,Heifers (non dairy affiliated),Other,0,990,990,63.36,1.98,65,,,,,,1.98,65,<b>Name: </b>SBS Ag Heifers 68</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons,—
"All Seasons Logistics, LLC","14537 Avenue 248, Tulare, CA 93274",36.239216,-119.24763,Tulare,920,Mature dairy cattle,Dairy,920,1006,1926,191.344,61.812,253,,,,,,61.812,253,"<b>Name: </b>All Seasons Logistics, LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>253 metric tons",—
Serafin Feedlot,"15707 Avenue 168, Tulare, CA 93274",36.09475,-119.21923,Tulare,350,Heifers (non dairy affiliated),Other,0,350,350,22.4,0.7,23,,,,,,0.7,23,<b>Name: </b>Serafin Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>23 metric tons,—
Eugenio Azevedo Dairy,"5832 South Highway 59, Merced, CA 95341",37.20314,-120.4881,Merced,910,Heifers (non dairy affiliated),Other,0,910,910,58.24,1.82,60,,,,,,1.82,60,<b>Name: </b>Eugenio Azevedo Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>60 metric tons,—
Double B Feedlot #1,"1751 South Arboleda Drive, Merced, CA 95341",37.26241,-120.37958,Merced,425,Heifers (non dairy affiliated),Other,0,425,425,27.2,0.85,28,,,,,,0.85,28,<b>Name: </b>Double B Feedlot #1</br><b>Type: </b>Other</br><b>Methane emissions: </b>28 metric tons,—
Salvador Dairy (Monte Vista Rd),"1331 West Monte Vista Road, Ceres, CA 95307",37.52237678,-121.0132993,Stanislaus,546,Mature dairy cattle,Dairy,546,597,1143,113.556,36.684000000000005,150,,,,,,36.684000000000005,150,<b>Name: </b>Salvador Dairy (Monte Vista Rd)</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>150 metric tons,—
OK Cattle LLC,"7330 Edison Avenue, Ontario, CA 91762",33.997581,-117.646761,San Bernardino,950,Cattle or cow/calf pairs,Other,0,950,950,60.8,1.9,63,,,,,,1.9,63,<b>Name: </b>OK Cattle LLC</br><b>Type: </b>Other</br><b>Methane emissions: </b>63 metric tons,—
OK Cattle — Schaefer,"13831 Euclid Avenue, Ontario, CA 91762",34.0016,-117.65041,San Bernardino,700,Cattle or cow/calf pairs,Other,0,700,700,44.8,1.4,46,,,,,,1.4,46,<b>Name: </b>OK Cattle — Schaefer</br><b>Type: </b>Other</br><b>Methane emissions: </b>46 metric tons,—
OK Cattle — Eucalyptus,"7278 1/2 Eucalyptus Avenue, Ontario, CA 91710",33.99031,-117.6505,San Bernardino,275,Heifers (non dairy affiliated),Other,0,275,275,17.6,0.55,18,,,,,,0.55,18,<b>Name: </b>OK Cattle — Eucalyptus</br><b>Type: </b>Other</br><b>Methane emissions: </b>18 metric tons,—
Justin Sandahl Dairy,"4515 Montague Grenada Road, Montague, CA 96064",41.673064,-122.526435,Siskiyou,160,Mature dairy cattle,Dairy,160,175,335,33.28,8.655000000000001,42,,,,,,8.655000000000001,42,<b>Name: </b>Justin Sandahl Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>42 metric tons,—
Fire Lakes Jerseys,"11301 West Bradbury Road, Turlock, CA 95380",37.44931,-120.97775,Stanislaus,275,Mature dairy cattle,Dairy,275,301,576,57.214,18.477,76,,,,,,18.477,76,<b>Name: </b>Fire Lakes Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>76 metric tons,—
S A S Dairy #2,"12712 West Bradbury Road, Turlock, CA 95380",37.44847655,-120.9942073,Stanislaus,480,Mature dairy cattle,Dairy,480,525,1005,99.84,32.25,132,,,,,,32.25,132,<b>Name: </b>S A S Dairy #2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>132 metric tons,—
Hanford Armona Feedlot,"10482 14 1/2 Avenue, Lemoore, CA 93245",36.320571,-119.721733,Kings,980,Heifers (non dairy affiliated),Other,0,980,980,62.72,1.96,65,,,,,,1.96,65,<b>Name: </b>Hanford Armona Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons,—
Laurel Avenue Feedlot (Dairy),"19883 Laurel Avenue, Stratford, CA 93266",36.18893,-119.81425,Kings,1000,Heifers (non dairy affiliated),Other,0,1000,1000,64,2,66,,,,,,2,66,<b>Name: </b>Laurel Avenue Feedlot (Dairy)</br><b>Type: </b>Other</br><b>Methane emissions: </b>66 metric tons,—
Excelsior Avenue Feedlot,"20800 Excelsior Avenue, Riverdale, CA 93656",36.402914,-119.828713,Fresno,650,Heifers (non dairy affiliated),Other,0,650,650,41.6,1.3,43,,,,,,1.3,43,<b>Name: </b>Excelsior Avenue Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>43 metric tons,—
