auth_no,name,animal_type,latitude,longitude,digester,total,milking,other,type,enteric_methane,manure_methane,total_methane,labeltext
TXG921487,Windmill Dairy,2660 TOTAL DAIRY CATTLE OF WHICH 2225 ARE MILKING DAIRY CATTLE,32.176666,-98.441111,FALSE,2660,2225,435,Dairy,334.89,165.52,500,<b>Name: </b>Windmill Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>500 metric tons
TXG921488,Desperado Dairy,10000 TOTAL DAIRY CATTLE OF WHICH 9040 ARE MILKING DAIRY CATTLE,32.201944,-98.445,FALSE,10000,9040,960,Dairy,1308.96,670.88,1980,"<b>Name: </b>Desperado Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,980 metric tons"
TXG921489,Sierra Dairy,5070 TOTAL DAIRY CATTLE OF WHICH 4200 ARE MILKING DAIRY CATTLE,32.1375,-98.425555,FALSE,5070,4200,870,Dairy,635.28,312.54,948,<b>Name: </b>Sierra Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>948 metric tons
TXG921490,Crossroads Dairy,4500 TOTAL DAIRY CATTLE OF WHICH 4500 ARE MILKING DAIRY CATTLE,32.205666,-98.3715,FALSE,4500,4500,0,Dairy,621,333,954,<b>Name: </b>Crossroads Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>954 metric tons
TXG921492,Setting Sun Dairy,14000 TOTAL DAIRY CATTLE OF WHICH 7000 ARE MILKING DAIRY CATTLE,34.087029,-102.415799,FALSE,14000,7000,7000,Dairy,1414,532,1946,"<b>Name: </b>Setting Sun Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,946 metric tons"
TXG921494,Lane Jones Dairy,700 TOTAL DAIRY CATTLE OF WHICH 700 ARE MILKING DAIRY CATTLE,32.115,-98.446,FALSE,700,700,0,Dairy,96.6,51.8,148,<b>Name: </b>Lane Jones Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>148 metric tons
TXG921495,Nortex Feeders,CATTLE (BEEF) - 53750,36.069166,-102.58277,FALSE,53750,0,53750,Other,3440,53.75,3494,"<b>Name: </b>Nortex Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,494 metric tons"
TXG921496,Nortex Feeders Payne Pens,CATTLE (BEEF) - 5000,36.075,-102.58805,FALSE,5000,0,5000,Other,320,5,325,<b>Name: </b>Nortex Feeders Payne Pens</br><b>Type: </b>Other</br><b>Methane emissions: </b>325 metric tons
TXG921501,Decatur Livestock Market,CATTLE (BEEF) - 2234,33.269444,-97.547222,FALSE,2234,0,2234,Other,142.976,4.468,147,<b>Name: </b>Decatur Livestock Market</br><b>Type: </b>Other</br><b>Methane emissions: </b>147 metric tons
TXG921503,Exum Farms,135650 TOTAL DAIRY CATTLE OF WHICH 38000 ARE MILKING DAIRY CATTLE,36.023888,-102.176111,TRUE,135650,38000,97650,Dairy,11493.6,2301.65,13795,"<b>Name: </b>Exum Farms *</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>13,795 metric tons</br></br>* Based on our reporting, Exum Farms appears to be using a dairy digester to capture emissions from manure, but the owners declined to disclose the size of any emissions reductions."
TXG921505,Dairy Fountain,16100 TOTAL DAIRY CATTLE OF WHICH 7000 ARE MILKING DAIRY CATTLE,34.283888,-101.98083,FALSE,16100,7000,9100,Dairy,1548.4,459.2,2008,"<b>Name: </b>Dairy Fountain</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,008 metric tons"
TXG921508,Lindel Dairy,25500 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,35.54222,-100.752143,FALSE,25500,4000,21500,Dairy,1928,295,2223,"<b>Name: </b>Lindel Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,223 metric tons"
TXG921510,Wheeler Feeder Series,CATTLE (BEEF) - 90000,35.472777,-100.36,FALSE,90000,0,90000,Other,5760,180,5940,"<b>Name: </b>Wheeler Feeder Series</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,940 metric tons"
TXG921511,Two Lakes Land & Cattle,CATTLE (BEEF) - 10000,36.456388,-101.954166,FALSE,10000,0,10000,Other,640,10,650,<b>Name: </b>Two Lakes Land & Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>650 metric tons
TXG921512,Clowdus Dairy,4000 TOTAL DAIRY CATTLE OF WHICH 2000 ARE MILKING DAIRY CATTLE,31.485,-98.295277,FALSE,4000,2000,2000,Dairy,404,152,556,<b>Name: </b>Clowdus Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>556 metric tons
TXG921513,Natural Harvest Dairy,3800 TOTAL DAIRY CATTLE OF WHICH 3600 ARE MILKING DAIRY CATTLE,34.404166,-102.916944,FALSE,3800,3600,200,Dairy,509.6,227.2,737,<b>Name: </b>Natural Harvest Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>737 metric tons
TXG921517,Lingleville Feedlot,CATTLE (BEEF) - 7335,32.2465,-98.4557,FALSE,7335,0,7335,Other,469.44,14.67,484,<b>Name: </b>Lingleville Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>484 metric tons
TXG921518,Lazbuddie Feedyard,CATTLE (BEEF) - 27900,34.356388,-102.61972,FALSE,27900,0,27900,Other,1785.6,55.8,1841,"<b>Name: </b>Lazbuddie Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,841 metric tons"
TXG921519,Tierra Blanca Cattle Feeders,CATTLE (BEEF) - 42750,34.865833,-102.444722,FALSE,42750,0,42750,Other,2736,85.5,2822,"<b>Name: </b>Tierra Blanca Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,822 metric tons"
TXG921520,Morris Cattle Feeders,CATTLE (BEEF) - 3900,34.809444,-102.30833,FALSE,3900,0,3900,Other,249.6,7.8,257,<b>Name: </b>Morris Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>257 metric tons
TXG921521,CBJ 2,CATTLE (BEEF) - 40000,34.3838,-102.3774,FALSE,40000,0,40000,Other,2560,80,2640,"<b>Name: </b>CBJ 2</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,640 metric tons"
TXG921522,CBJ Farms,12000 TOTAL DAIRY CATTLE OF WHICH 6200 ARE MILKING DAIRY CATTLE,34.352222,-102.399722,FALSE,12000,6200,5800,Dairy,1226.8,402.2,1629,"<b>Name: </b>CBJ Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,629 metric tons"
TXG921523,Sunrise Farms Hartley,25000 TOTAL DAIRY CATTLE OF WHICH 20000 ARE MILKING DAIRY CATTLE,35.826111,-102.31,FALSE,25000,20000,5000,Dairy,3080,1165,4245,"<b>Name: </b>Sunrise Farms Hartley</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>4,245 metric tons"
TXG921525,Blue Nose Cattle North,CATTLE (BEEF) - 34000,34.347777,-102.24666,FALSE,34000,0,34000,Other,2176,68,2244,"<b>Name: </b>Blue Nose Cattle North</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,244 metric tons"
TXG921526,Blue Nose Cattle South,CATTLE (BEEF) - 20000,34.346666,-102.24666,FALSE,20000,0,20000,Other,1280,40,1320,"<b>Name: </b>Blue Nose Cattle South</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,320 metric tons"
TXG921528,Ruby Red Cattle Company,CATTLE (BEEF) - 15000,36.275277,-100.80166,FALSE,15000,0,15000,Other,960,15,975,<b>Name: </b>Ruby Red Cattle Company</br><b>Type: </b>Other</br><b>Methane emissions: </b>975 metric tons
TXG921530,Friendship Dairy 2,6650 TOTAL DAIRY CATTLE OF WHICH 5550 ARE MILKING DAIRY CATTLE,34.909444,-102.43861,FALSE,6650,5550,1100,Dairy,836.3,351.85,1188,"<b>Name: </b>Friendship Dairy 2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,188 metric tons"
TXG921531,Friendship Dairy 1,3000 TOTAL DAIRY CATTLE OF WHICH 2700 ARE MILKING DAIRY CATTLE,34.913888,-102.415,FALSE,3000,2700,300,Dairy,391.8,170.7,562,<b>Name: </b>Friendship Dairy 1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>562 metric tons
TXG921533,PD4 Cattle Co,CATTLE (BEEF) - 10000,36.035108,-102.581222,FALSE,10000,0,10000,Other,640,10,650,<b>Name: </b>PD4 Cattle Co</br><b>Type: </b>Other</br><b>Methane emissions: </b>650 metric tons
TXG921534,El Cid Cattle Feedlot,CATTLE (BEEF) - 15000,34.444166,-103.01444,FALSE,15000,0,15000,Other,960,30,990,<b>Name: </b>El Cid Cattle Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>990 metric tons
TXG921537,Barn Rat Farming,699 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,32.478055,-97.549722,FALSE,699,699,0,Dairy,96.462,54.522,151,<b>Name: </b>Barn Rat Farming</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>151 metric tons
TXG921538,V&T Land And Cattle,50000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.883416,-102.32389,FALSE,50000,0,50000,Other,3200,100,3300,"<b>Name: </b>V&T Land And Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,300 metric tons"
TXG921540,A&E Dairy,1485 TOTAL DAIRY CATTLE OF WHICH 1485 ARE MILKING DAIRY CATTLE,31.90219,-98.52021,FALSE,1485,1485,0,Dairy,204.93,109.89,315,<b>Name: </b>A&E Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>315 metric tons
TXG921543,Moo View Dairy,1349 TOTAL DAIRY CATTLE OF WHICH 850 ARE MILKING DAIRY CATTLE,32.223,-98.413166,FALSE,1349,850,499,Dairy,149.236,63.898,213,<b>Name: </b>Moo View Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>213 metric tons
TXG921544,Mid Frisian Farms East,CATTLE (BEEF) - 30000,34.3525,-103.03972,FALSE,30000,0,30000,Other,1920,60,1980,"<b>Name: </b>Mid Frisian Farms East</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,980 metric tons"
TXG921545,Coyote Lake Feeders,CATTLE (BEEF) - 36000,34.134722,-102.90444,FALSE,36000,0,36000,Other,2304,72,2376,"<b>Name: </b>Coyote Lake Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,376 metric tons"
TXG921547,Gamblin Dairy,699 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,33.058055,-95.504444,FALSE,699,699,0,Dairy,96.462,51.726,148,<b>Name: </b>Gamblin Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>148 metric tons
TXG921548,Outlier Dairy,4500 TOTAL DAIRY CATTLE OF WHICH 2500 ARE MILKING DAIRY CATTLE,31.641944,-100.2325,FALSE,4500,2500,2000,Dairy,473,189,662,<b>Name: </b>Outlier Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>662 metric tons
TXG921549,La Perla Land & Livestock,CATTLE (BEEF) - 5000,32.036388,-98.299444,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>La Perla Land & Livestock</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921550,7M Cattle Feeders,CATTLE (BEEF) - 115000,34.662792,-102.776545,FALSE,115000,0,115000,Other,7360,230,7590,"<b>Name: </b>7M Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>7,590 metric tons"
TXG921551,Bain Dairy,850 TOTAL DAIRY CATTLE OF WHICH 700 ARE MILKING DAIRY CATTLE,33.0835,-95.396333,FALSE,850,700,150,Dairy,106.2,52.1,158,<b>Name: </b>Bain Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>158 metric tons
TXG921554,Mitchell Feedlot,CATTLE (BEEF) - 5000,33.753888,-98.842777,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Mitchell Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921555,Round X Dairy,999 TOTAL DAIRY CATTLE OF WHICH 899 ARE MILKING DAIRY CATTLE,31.916666,-98.7,FALSE,999,899,100,Dairy,130.462,66.726,197,<b>Name: </b>Round X Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>197 metric tons
TXG921556,Howell Feeders,CATTLE (BEEF) - 15000,34.427222,-102.31777,FALSE,15000,0,15000,Other,960,30,990,<b>Name: </b>Howell Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>990 metric tons
TXG921557,Rogers & Sons II,CATTLE (BEEF) - 38000,34.469267,-102.435119,FALSE,38000,0,38000,Other,2432,76,2508,"<b>Name: </b>Rogers & Sons II</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,508 metric tons"
TXG921558,Hall Cattle Feeders,CATTLE (BEEF) - 7500,35.224722,-100.13055,FALSE,7500,0,7500,Other,480,15,495,<b>Name: </b>Hall Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>495 metric tons
TXG921559,Renegade Dairy,5200 TOTAL DAIRY CATTLE OF WHICH 2600 ARE MILKING DAIRY CATTLE,36.151111,-100.90166,FALSE,5200,2600,2600,Dairy,525.2,153.4,679,<b>Name: </b>Renegade Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>679 metric tons
TXG921561,Prairie View Dairy III,6500 TOTAL DAIRY CATTLE OF WHICH 2970 ARE MILKING DAIRY CATTLE,34.228055,-102.820833,FALSE,6500,2970,3530,Dairy,635.78,194.17,830,<b>Name: </b>Prairie View Dairy III</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>830 metric tons
TXG921562,Prairie View Dairy,6600 TOTAL DAIRY CATTLE OF WHICH 2500 ARE MILKING DAIRY CATTLE,34.2375,-102.82861,FALSE,6600,2500,4100,Dairy,607.4,165.7,773,<b>Name: </b>Prairie View Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>773 metric tons
TXG921563,Triangle Cattle,CATTLE (BEEF) - 8200,34.450555,-102.06083,FALSE,8200,0,8200,Other,524.8,16.4,541,<b>Name: </b>Triangle Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>541 metric tons
TXG921565,Stephens Feedyard,CATTLE (BEEF) - 15000,34.305555,-102.63027,FALSE,15000,0,15000,Other,960,30,990,<b>Name: </b>Stephens Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>990 metric tons
TXG921567,Avi-Lanche Jerseys,8600 TOTAL DAIRY CATTLE OF WHICH 6000 ARE MILKING DAIRY CATTLE,36.235833,-102.5125,FALSE,8600,6000,2600,Dairy,994.4,332.6,1327,"<b>Name: </b>Avi-Lanche Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,327 metric tons"
TXG921572,Williams Feedyard,CATTLE (BEEF) - 8940,30.845555,-103.05638,FALSE,8940,0,8940,Other,572.16,17.88,590,<b>Name: </b>Williams Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>590 metric tons
TXG921573,North Dumas Farms,72500 TOTAL DAIRY CATTLE OF WHICH 64000 ARE MILKING DAIRY CATTLE,35.959354,-102.078128,TRUE,72500,64000,8500,Dairy,9376,3720.5,13096,"<b>Name: </b>North Dumas Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>13,096 metric tons"
TXG921574,Outlier Dairy South,6123 TOTAL DAIRY CATTLE OF WHICH 6123 ARE MILKING DAIRY CATTLE,31.510555,-100.251111,FALSE,6123,6123,0,Dairy,844.974,453.102,1298,"<b>Name: </b>Outlier Dairy South</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,298 metric tons"
TXG921575,Sundance Dairy,20000 TOTAL DAIRY CATTLE OF WHICH 3500 ARE MILKING DAIRY CATTLE,31.973611,-98.252777,FALSE,20000,3500,16500,Dairy,1539,292,1831,"<b>Name: </b>Sundance Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,831 metric tons"
TXG921576,Proctor Hill Dairy,2000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.990136,-98.441154,FALSE,2000,0,2000,Other,128,4,132,<b>Name: </b>Proctor Hill Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>132 metric tons
TXG921578,Sugarland Cattle Feeders,CATTLE (BEEF) - 52000,34.807,-102.461,FALSE,52000,0,52000,Other,3328,104,3432,"<b>Name: </b>Sugarland Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,432 metric tons"
TXG921579,Rei Cattle,CATTLE (BEEF) - 5000,33.6629,-102.6896,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Rei Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921581,Ladera Feeders,CATTLE (BEEF) - 7500,33.105999,-95.370355,FALSE,7500,0,7500,Other,480,15,495,<b>Name: </b>Ladera Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>495 metric tons
TXG921582,Whaley Heifer Ranch,1500 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.987777,-98.319722,FALSE,1500,0,1500,Other,96,3,99,<b>Name: </b>Whaley Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>99 metric tons
TXG921583,Rose Hill Cattle,CATTLE (BEEF) - 990,32.021666,-98.346666,FALSE,990,0,990,Other,63.36,1.98,65,<b>Name: </b>Rose Hill Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons
TXG921584,Day Star Ranch,3875 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.980277,-98.329722,FALSE,3875,0,3875,Other,248,7.75,256,<b>Name: </b>Day Star Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>256 metric tons
TXG921585,Rancho Pepper,12500 TOTAL DAIRY CATTLE OF WHICH 2500 ARE MILKING DAIRY CATTLE,32.056388,-98.403333,FALSE,12500,2500,10000,Dairy,985,205,1190,"<b>Name: </b>Rancho Pepper</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,190 metric tons"
TXG921586,Triple C Feeders,CATTLE (BEEF) - 12000,33.6208,-99.4692,FALSE,12000,0,12000,Other,768,24,792,<b>Name: </b>Triple C Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>792 metric tons
TXG921587,J & J Dairy,3500 TOTAL DAIRY CATTLE OF WHICH 3500 ARE MILKING DAIRY CATTLE,32.001753,-98.30212,FALSE,3500,3500,0,Dairy,483,259,742,<b>Name: </b>J & J Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>742 metric tons
TXG921588,Cotton Lane Dairy,4200 TOTAL DAIRY CATTLE OF WHICH 3100 ARE MILKING DAIRY CATTLE,33.76172,-101.61502,FALSE,4200,3100,1100,Dairy,498.2,203.7,702,<b>Name: </b>Cotton Lane Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>702 metric tons
TXG921589,Guess Dairy North,5300 TOTAL DAIRY CATTLE OF WHICH 3000 ARE MILKING DAIRY CATTLE,34.6825,-102.63,FALSE,5300,3000,2300,Dairy,561.2,193.6,755,<b>Name: </b>Guess Dairy North</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>755 metric tons
TXG921590,L1C Feedyard,CATTLE (BEEF) - 45000,35.9915,-102.8621,FALSE,45000,0,45000,Other,2880,45,2925,"<b>Name: </b>L1C Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,925 metric tons"
TXG921591,Dry Fork Feedyard,CATTLE (BEEF) - 14900,34.856388,-100.62861,FALSE,14900,0,14900,Other,953.6,29.8,983,<b>Name: </b>Dry Fork Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>983 metric tons
TXG921592,Protocol Farms,CATTLE (BEEF) - 4100,33.4088,-97.961,FALSE,4100,0,4100,Other,262.4,8.2,271,<b>Name: </b>Protocol Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>271 metric tons
TXG921593,Keith Cattle,CATTLE (BEEF) - 2500,30.308055,-97.030277,FALSE,2500,0,2500,Other,160,5,165,<b>Name: </b>Keith Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>165 metric tons
TXG921595,Busby Dairy,998 TOTAL DAIRY CATTLE OF WHICH 850 ARE MILKING DAIRY CATTLE,32.974166,-95.364166,FALSE,998,850,148,Dairy,126.772,63.196,190,<b>Name: </b>Busby Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>190 metric tons
TXG921596,III Agri Enterprises,CATTLE (BEEF) - 36000,33.602222,-102.18527,FALSE,36000,0,36000,Other,2304,72,2376,"<b>Name: </b>III Agri Enterprises</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,376 metric tons"
TXG921597,Bricker Trading,CATTLE (BEEF) - 10000,33.576111,-99.225277,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>Bricker Trading</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG921598,Froese Custom Harvest Feedlot,CATTLE (BEEF) - 30000,36.35,-101.83444,FALSE,30000,0,30000,Other,1920,30,1950,"<b>Name: </b>Froese Custom Harvest Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,950 metric tons"
TXG921599,Southern Livestock,CATTLE (BEEF) - 4000,29.531388,-97.539722,FALSE,4000,0,4000,Other,256,8,264,<b>Name: </b>Southern Livestock</br><b>Type: </b>Other</br><b>Methane emissions: </b>264 metric tons
TXG921600,Beukeboom Ranch,1350 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,32.045,-98.356666,FALSE,1350,0,1350,Other,86.4,2.7,89,<b>Name: </b>Beukeboom Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>89 metric tons
TXG921601,M2F Cattle,CATTLE (BEEF) - 6756,31.94,-98.248333,FALSE,6756,0,6756,Other,432.384,13.512,446,<b>Name: </b>M2F Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>446 metric tons
TXG921603,Morris Stock Farm,CATTLE (BEEF) - 9500,36.154166,-101.62388,FALSE,9500,0,9500,Other,608,9.5,618,<b>Name: </b>Morris Stock Farm</br><b>Type: </b>Other</br><b>Methane emissions: </b>618 metric tons
TXG921604,TMC Dairies,17000 TOTAL DAIRY CATTLE OF WHICH 6000 ARE MILKING DAIRY CATTLE,35.814515,-102.395771,FALSE,17000,6000,11000,Dairy,1532,341,1873,"<b>Name: </b>TMC Dairies</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,873 metric tons"
TXG921605,4 Mile Dairy,7200 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,34.8972,-102.3997,FALSE,7200,4000,3200,Dairy,756.8,258.4,1015,"<b>Name: </b>4 Mile Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,015 metric tons"
TXG921606,Lazy T Feeders,CATTLE (BEEF) - 2000,36.365,-103.02527,FALSE,2000,0,2000,Other,128,2,130,<b>Name: </b>Lazy T Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>130 metric tons
TXG921607,Vista Grande Dairy,10600 TOTAL DAIRY CATTLE OF WHICH 4600 ARE MILKING DAIRY CATTLE,34.106666,-101.67694,FALSE,10600,4600,6000,Dairy,1018.8,301.8,1321,"<b>Name: </b>Vista Grande Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,321 metric tons"
TXG921609,Rogers & Sons III,CATTLE (BEEF) - 4000,34.778333,-102.4775,FALSE,4000,0,4000,Other,256,8,264,<b>Name: </b>Rogers & Sons III</br><b>Type: </b>Other</br><b>Methane emissions: </b>264 metric tons
TXG921610,Sandhill Dairy,4700 TOTAL DAIRY CATTLE OF WHICH 2100 ARE MILKING DAIRY CATTLE,34.276666,-102.76,FALSE,4700,2100,2600,Dairy,456.2,137.5,594,<b>Name: </b>Sandhill Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>594 metric tons
TXG921612,Cobalt Cattle Tulia,CATTLE (BEEF) - 67500,34.457361,-101.94766,FALSE,67500,0,67500,Other,4320,135,4455,"<b>Name: </b>Cobalt Cattle Tulia</br><b>Type: </b>Other</br><b>Methane emissions: </b>4,455 metric tons"
TXG921613,Cobalt Cattle Hereford,CATTLE (BEEF) - 45000,34.965874,-102.60521,FALSE,45000,0,45000,Other,2880,90,2970,"<b>Name: </b>Cobalt Cattle Hereford</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,970 metric tons"
TXG921614,KT Dairy,2800 TOTAL DAIRY CATTLE OF WHICH 2800 ARE MILKING DAIRY CATTLE,31.427097,-98.386231,FALSE,2800,2800,0,Dairy,386.4,207.2,594,<b>Name: </b>KT Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>594 metric tons
TXG921615,Hall Family Feeders,CATTLE (BEEF) - 14000,35.81,-100.39611,FALSE,14000,0,14000,Other,896,28,924,<b>Name: </b>Hall Family Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>924 metric tons
TXG921616,Prime Start Feeders,CATTLE (BEEF) - 12000,35.108055,-102.39416,FALSE,12000,0,12000,Other,768,24,792,<b>Name: </b>Prime Start Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>792 metric tons
TXG921617,HJ & Co Feeders,CATTLE (BEEF) - 45000,33.677777,-102.67583,FALSE,45000,0,45000,Other,2880,90,2970,"<b>Name: </b>HJ & Co Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,970 metric tons"
TXG921618,Little River Ranch,CATTLE (BEEF) - 30000,30.834722,-96.831666,FALSE,30000,0,30000,Other,1920,60,1980,"<b>Name: </b>Little River Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,980 metric tons"
TXG921619,R Way Farms,CATTLE (BEEF) - 6000,36.465636,-102.828889,FALSE,6000,0,6000,Other,384,6,390,<b>Name: </b>R Way Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>390 metric tons
TXG921620,Lingleville Feeders,CATTLE (BEEF) - 1500,32.243055,-98.355,FALSE,1500,0,1500,Other,96,3,99,<b>Name: </b>Lingleville Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>99 metric tons
TXG921621,South Dumas Farms,55500 TOTAL DAIRY CATTLE OF WHICH 37000 ARE MILKING DAIRY CATTLE,35.9462,-102.0922,TRUE,55500,37000,18500,Dairy,6290,2164.5,8454,"<b>Name: </b>South Dumas Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>8,454 metric tons"
TXG921622,Staude Dairy,699 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,32.281111,-98.448611,FALSE,699,699,0,Dairy,96.462,51.726,148,<b>Name: </b>Staude Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>148 metric tons
TXG921623,J J Dairy,1470 TOTAL DAIRY CATTLE OF WHICH 1470 ARE MILKING DAIRY CATTLE,32.938611,-95.565,FALSE,1470,1470,0,Dairy,202.86,108.78,312,<b>Name: </b>J J Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>312 metric tons
TXG921624,Outpost 76 I,1485 TOTAL DAIRY CATTLE OF WHICH 1115 ARE MILKING DAIRY CATTLE,33.083611,-95.432777,FALSE,1485,1115,370,Dairy,177.55,83.25,261,<b>Name: </b>Outpost 76 I</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>261 metric tons
TXG921625,Omega Feeders,CATTLE (BEEF) - 6000,34.381388,-102.63111,FALSE,6000,0,6000,Other,384,12,396,<b>Name: </b>Omega Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons
